id,letter_category,register,language,title,content
APP019,application,formal,si,මහපොළ ශිෂ්‍යත්වය සඳහා අයදුම්පත ඉදිරිපත් කිරීම,"මගේ අංකය - [ලිපි අංකය]

අතිරේක ලේකම්,
[ආයතනයේ නම],
[ලිපිනය].

මහපොළ ශිෂ්‍යත්වය සඳහා අයදුම්පත ඉදිරිපත් කිරීම

උක්ත කරුණට අදාලව විභාග අංක [ලියාපදිංචි අංකය] දරණ [නම] විසින් ලබා දී ඇති මහපොල ශිෂ්‍යත්ව අයදුම්පත අවශ්‍ය කටයුතු සදහා මේ සමග කාරුණිකව ඉදිරිපත් කරමි.

[යවන්නාගේ නම],
ප්‍රාදේශීය ලේකම්,
[ලිපිනය]."
APP020,application,formal,si,අධ්‍යාපන ආධාර වැඩසටහන සඳහා සිසුවියක නිර්දේශ කිරීම,"කොමසාරිස්,
[ආයතනයේ නම],
[ලිපිනය].

නැණ දිරිය අධ්‍යාපන ආධාර වැඩසටහන සඳහා සිසුන් නිර්දේශ කිරීම

උක්ත කරුණ සම්බන්ධයෙන් ඔබගේ අංක [ලිපි අංකය] හා [දිනය] දිනැති ලිපිය හා සම්බන්ධවයි.

02. ඒ අනුව [ලිපිනය] හි පදිංචි [නම] යන අයගේ දැරිය වන [නම] ගේ ජාතික හැදුනුම්පතෙහි සහතික කරන ලද ජායා පිටපත අවශ්‍ය කටයුතු සදහා මේ සමග කාරුණිකව ඉදිරිපත් කරමි.

[යවන්නාගේ නම],
ප්‍රාදේශීය ලේකම්."
APP021,application,formal,si,රක්ෂණ අරමුදලේ දායකත්වය ලබා ගැනීමට අයදුම්පත ඉදිරිපත් කිරීම,"සභාපති,
[ආයතනයේ නම],
[ලිපිනය].

[ආයතනයේ නම] දායකත්වය ලබා ගැනීම

[නම]

මෙම කාර්යාලයට අනුයුක්තව සේවය කරන ඉහත නම සඳහන් නිලධාරිණිය/නිලධාරියා විසින් රක්ෂණ අරමුදලේ දායකත්වය ලබා ගැනීම සඳහා සම්පූර්ණ කර මා වෙත භාර දී ඇති අයදුම්පත සහ පහත දක්වා ඇති ලියවිලි අවශ්‍ය කටයුතු සඳහා මේ සමඟ කාරුණිකව ඉදිරිපත් කරමි.

1. අග්‍රහාර අයදුම්පත.
2. නිලධාරිණියගේ/නිලධාරියාගේ අංක [ලියාපදිංචි අංකය] දරණ උප්පැන්න සහතිකයේ සහතික කළ ඡායා පිටපතක්.
3. නිලධාරිණියගේ/නිලධාරියාගේ/පියාගේ/මවගේ/ස්වාමි පුරුෂයාගේ/භාර්යාවගේ/දරුවන්ගේ [ලියාපදිංචි අංකය] දරණ උප්පැන්න සහතික වල සහතික කළ ඡායා පිටපත්.
4. නිලධාරිණියගේ/නිලධාරියාගේ අංක [ජා.හැ. අංකය] දරණ ජාතික හැඳුනුම්පත හා කලත්‍රයාගේ [ජා.හැ. අංකය] දරණ ජාතික හැඳුනුම්පතේ සහතික කල ඡායා පිටපත්.
5. නිලධාරිණියගේ/නිලධාරියාගේ අංක [ලියාපදිංචි අංකය] දරණ විවාහ සහතිකයේ සහතික කළ ඡායා පිටපතක්.
6. නිලධාරිණියගේ/නිලධාරියාගේ [දිනය] මාසයට අදාළ වැටුප් පතෙහි සහතික කළ ඡායා පිටපතක්.
7. නිලධාරිණියගේ/නිලධාරියාගේ ස්ථිර පත්වීම් ලිපියේ සහතික කළ ඡායා පිටපතක්."
APP022,application,formal,si,විනාකිරි බලපත්‍රයේ කාලය දීර්ඝ කිරීම සඳහා වාර්තාව ඉදිරිපත් කිරීම,"නව විනාකිරි බලපත්‍රයක් නිකුත් කිරීම සඳහා වාර්තා කැඳවීම - සුදු විනාකිරි නිෂ්පාදකයෝ

[දිනය] දිනැති ලිපිය මගින් සුදු විනාකිරි නිෂ්පාදනාගාරයේ අයිතිකරු වන [නම] යන අය විසින් විනාකිරි බලපත්‍රයේ කාලය දීර්ඝ කරගැනීම සඳහා වාර්තාවක් ලබාදෙන ලෙස ඉල්ලීමක් කරන ලදී.

ඒ අනුව මා විසින් [ගම/නගරය] ග්‍රාම නිලධාරී වෙතින් වාර්තාවක් කැඳවන ලදී.

[දිනය] දිනැතිව [නම] ඇතුළු පිරිසක් විසින් ඉහත සඳහන් කරන ලද විනාකිරි නිෂ්පාදනාගාරය සම්බන්ධයෙන් විරෝධතා ඉදිරිපත් කරන ලදී. එම විරෝධතා අත්සන් ලේඛනය වෙනත් කටයුත්තක් සඳහා ඉදිරිපත් කල එකක් බව පෙනීගිය හෙයින් ද සමහර අත්සන් වල අනන්‍යතාවය පිලිබඳ ගැටලුවක් මතු වූ හෙයින් ද [දිනය] දින ප.ව 2.00 ට සියලු පාර්ශවයන්ට කාර්යාලයට පැමිණෙන ලෙස දැනුම් දෙන ලදී. නමුත් ඒ සඳහා ඉදිරිපත් වුයේ [ගම/නගරය] ග්‍රාම නිලධාරී සහ අයදුම්කරු පමණි.

එබැවින් විරෝධතාවයක් නොමැති බව පෙනී ගිය බැවින් ඔහු විනාකිරි බලපත්‍රයක් දැරීමට සුදුසු අයෙකු බව නිර්දේශ කරමි."
APP023,application,formal,si,ජාතික හැඳුනුම්පතේ ලිපිනය නිවැරදි කර දෙන ලෙස ඉල්ලීම,"[ජා.හැ. අංකය] දරණ ජාතික හැඳුනුම්පතේ ලිපිනය නිවැරදිව සඳහන් නොවීම

[ලියාපදිංචි අංකය] දරණ [නම] යන අයගේ හැඳුනුම්පත් අයදුම්පත [ලිපි අංකය] ගොණුවෙන් (ලියාපදිංචි තැපැල් අංකය හා දිනය : [ලිපි අංකය] - [දිනය]) ඉදිරිපත් කිරීමෙන් අනතුරුව නිකුත් කරනු ලැබූ [ජා.හැ. අංකය] දරණ ජාතික හැඳුනුම්පතේ ලිපිනය නිවැරදිව සඳහන් වී නොමැත.

එබැවින් හැඳුනුම්පතෙහි නිවැරදි ලිපිනය ඇතුලත් කර දෙන ලෙස ඉල්ලා සිටින අතර අදාළ ග්‍රාම නිලධාරී වාර්තාව අවශ්‍ය කටයුතු සඳහා මේ සමඟ කාරුණිකව ඉදිරිපත් කරමි."
APP024,application,formal,si,බරපතල රෝගවලින් පෙළෙන දරුවකුට මාසික සහනාධාර ඉල්ලුම් කිරීම,"මගේ අංකය - [ලිපි අංකය]
දිනය - [දිනය]

අධ්‍යක්ෂතුමා,
[ආයතනයේ නම],
[ලිපිනය].

දිස්ත්‍රික් සමාජ සේවා නිලධාරී මගින්

ස්ථිර / බරපතල රෝගවලින් පෙළෙන දරුවන් සඳහා මාසික සහනාධාර - [නම]

අප ප්‍රාදේශීය ලේකම් කොට්ඨාසයට අයත් [ගම/නගරය] ග්‍රාම නිලධාරි වසමේ ජීවත්වන [නම] නමැති අය හෘද රෝගයෙන් පීඩාවට පත්වී සිටින අතර මේ සඳහා [ආයතනයේ නම] මාසිකව ප්‍රතිකාර ලබමින් සිටී.

ඒ අනුව ඉල්ලුම්කරු වෛද්‍ය ප්‍රතිකාර සඳහා වූ ගමන් වියදම් දීමනාව සඳහා ඉල්ලුම් කර ඇත. මේ අයගේ ඉල්ලුම්පත් හා ඒ සම්බන්ධ ලියකියවිලි සියල්ල ඔබගේ අනුමැතිය සඳහා මේ සමඟ අමුණා ඉදිරිපත් කරමි.

1. ඉල්ලුම්පත්‍රය
2. ඉල්ලීම් ලිපිය
3. වෛද්‍ය සහතික
4. බැංකු ගිණුම් අංකය
5. පොදු 35
6. හැඳුනුම්පතේ පිටපත

[යවන්නාගේ නම],
ප්‍රාදේශීය ලේකම්,
[ලිපිනය]."
NTF001,notification,formal,si,විමධ්‍යගත අයවැය ව්‍යාපෘති ක්‍රියාත්මක කිරීම හා ප්‍රගති වාර්තා දැනුම් දීම,"මගේ අංකය - [ලිපි අංකය]
ප්‍රාදේශීය ලේකම් කාර්යාලය,
[ලිපිනය]
[දිනය]

සහකාර අධ්‍යක්ෂ,
[දෙපාර්තමේන්තුව],
[ලිපිනය]

විමධ්‍යගත අයවැය - [වර්ෂය]

ඉහත සැලසුම් යටතේ අනුමත කරන ලද ව්‍යාපෘති අතරින් ඔබ විසින් ඉටු කළ යුතුව ඇති ව්‍යාපෘති විස්තර ක්‍රියාත්මක කිරීම සඳහා මේ සමග අමුණා එවනු ලැබේ. එම ව්‍යාපෘතින් ක්‍රියාත්මක කිරීමට අවශ්‍ය පියවර ගන්නා ලෙස ද [ආයතනයේ නම] හා [ආයතනයේ නම] විසින් කලින් කලට නිකුත් කරනු ලබන චක්‍රලේඛයන්ට අනුව උක්ත ව්‍යාපෘති ඉටු කළ යුතුව ඇති අතර එම ව්‍යාපෘති සම්බන්ධ මාසික ප්‍රගති වාර්තාව සෑම මාසයේදීම 25 වන දිනට ප්‍රථමයෙන් අපට ලැබීමට සලස්වන ලෙස ද කාරුණිකව ඉල්ලා සිටිමි.

ප්‍රාදේශීය ලේකම්,
[ගම/නගරය]"
NTF002,notification,formal,si,බහුතල ඉගෙනුම් ක්‍රමවේදය පිළිබඳ ප්‍රගති වාර්තා ඉදිරිපත් කිරීම දැනුම් දීම,"මගේ අංකය :- [ලිපි අංකය]
දිනය :- [දිනය]

පළාත් අධ්‍යාපන අධ්‍යක්ෂ,
[දෙපාර්තමේන්තුව]

බහුතල ඉගෙනුම් ක්‍රමවේදය පිළිබඳව පළාත් සම්පත්දායකයින් දැනුවත් කිරීම.

ප්‍රාථමික අධ්‍යාපනයේ ගුණාත්මක සංවර්ධනය සඳහා සුදුසු ඉගෙනුම් ක්‍රමවේදයක් ලෙස බහුතල ඉගෙනුම් ක්‍රමවේදය පාසල්වල ප්‍රාථමික අංශයේ ක්‍රියාත්මක කිරීම සඳහා සම්පත්දායකයින් ලෙස ඔබ පළාතේ සියලු ම අධ්‍යාපන කලාප ආවරණය වන පරිදි ප්‍රාථමික අධ්‍යාපන නිලධාරීන් හා ගුරු උපදේශකවරුන් බහුතල ඉගෙනුම් ක්‍රමවේදය පිළිබඳව පුහුණුකර ඇත.

ඔබ පළාතේ සියලු ම කලාපවල මෙම ක්‍රමවේදය ක්‍රියාත්මක වන පාසල්වල එය ක්‍රියාත්මක කිරීමේ ප්‍රගතිය [දිනය] දිනට පෙර [ආයතනයේ නම] ප්‍රාථමික අධ්‍යාපන ශාඛාව වෙත යොමු කරණ ලෙස පළාත් ප්‍රාථමික අධ්‍යාපන නියෝජ්‍ය/සහකාර අධ්‍යක්ෂ වෙත උපදෙස් ලබා දෙන මෙන් කාරුණිකව ඉල්ලමි.

මේ පිළිබඳව ඔබ දක්වන සහයෝගය ඉතා අගය කොට සලකමි.

[යවන්නාගේ නම],
අධ්‍යාපන අධ්‍යක්ෂ,
(ප්‍රාථමික අධ්‍යාපන).
අත්.කළේ/ [නම],
අතිරේක ලේකම් (අධ්‍යාපන ගුණාත්මක සංවර්ධන),
අධ්‍යාපන ලේකම් වෙනුවට.

පිටපත් :-
01. පළාත් අධ්‍යාපන ලේකම් - [ආයතනයේ නම] - කරු.දැ.ගැ.ස.
02. නි.අ.අ. / ස.අ.අ. (ප්‍රාථමික අධ්‍යාපන) - [දෙපාර්තමේන්තුව] - කරු.අ.ක.ස."
NTF003,notification,formal,si,රජයේ නිල වාහන පිළිබඳ තොරතුරු ලබා දීම දැනුම් දීම,"[ලිපි අංකය]

ජේෂ්ඨ සහකාර ලේකම් (පාලන),

රජයේ ආයතන සඳහා නිළ වාහන සැපයීම.

භාණ්ඩාගාර ලේකම්ගේ අංක [ලිපි අංකය] හා [දිනය] දිනැති අයවැය චක්‍රලේඛ 159 හා බැඳේ.

02. ඒ අනුව මේ වන විට අමාත්‍යංශයේ දැනට ඇති වාහන පිලිබඳ විස්තර, එනම්, මේ වන විට නිලධාරීන්ට අනුයුක්ත කර ඇති වාහන ද ඇතුළත්ව තොරතුරු [ආයතනයේ නම] අයවැය අධ්‍යක්‍ෂ ජනරාල් වෙත ලබා දිය යුතු බැවින් පහත තොරතුරු [දිනය] දිනට පෙර මා වෙත ලබා දීමට කටයුතු කරන මෙන් දන්වමි.

අනු අංකය. වාහන අංකය. වාහන වර්ගය. ඉන්ධන වර්ගය. නිෂ්පාදිත වර්ෂය. ලියාපදිංචි අංකය. ධාවන තත්වය.

[යවන්නාගේ නම],
ප්‍රධාන ගණකාධිකාරී,
[ආයතනයේ නම]."
NTF004,notification,formal,si,ක්‍රියාකාරී සැලැස්ම සංශෝධනය කිරීම පිළිබඳ අවසන් දැනුම්දීම,"මගේ අංකය [ලිපි අංකය]
දිනය [දිනය]

අතිරේක ලේකම් (සංවර්ධන),
අතිරේක ලේකම් (පාලන හා මුල්‍ය),
ජ්‍යෙෂ්ඨ සහකාර ලේකම් (සමාජ ඒකාබද්ධතා අංශය),
ජ්‍යෙෂ්ඨ සහකාර ලේකම් (පාලන අංශය),
අධ්‍යක්‍ෂ සැලසුම් (සැලසුම් අංශය),
සහකාර ලේකම් (ජාතික භාෂා අංශය).

අවසන් දැනුම්දීම.

[වර්ෂය] වර්ෂය සඳහා අය වැය ඇස්තමේන්තු ප්‍රතිපාදන වලට අනුකූලව ක්‍රියාකාරී සැළැස්ම සංශෝධනය කිරීම.

මාගේ [දිනය] දිනැති අංක [ලිපි අංකය] දරණ ලිපිය හා බැඳේ.

02. ඔබ ආයතනයේ / අංශයේ [වර්ෂය] වර්ෂයේ ක්‍රියාකාරී සැළසුමට අයත් වැඩසටහන් ක්‍රියාත්මක කිරීම සඳහා ලබා දී ඇති ප්‍රතිපාදන මාසිකව වැය කිරීමට (යෙදවීමට) අපේක්ෂා කරන ආකාරය සඳහන් කර ගිණුම් අංශයට [දිනය] දිනට ලැබීමට සලස්වන්න.

03. ජාතික සමගියේ මහා සමළුව සඳහා අවශ්‍ය ප්‍රතිපාදනද වෙනම සඳහන් කරන්න.

04. ගරු ඇමතිතුමා වෙත සෑම මසම ඉදිරිපත්කල යුතු මුල්‍ය ප්‍රගති වාර්තාව සැකසීම සඳහා මෙම තොරතුරු අවශ්‍ය බව දැන්ව සිටින අතර ඒ සම්බන්දයෙන් ඔබගෙන් ලැබෙන සහයෝගය ඉතා අගේ කොට සලකමි.

[යවන්නාගේ නම],
ප්‍රධාන ගණකාධිකාරි,
[ආයතනයේ නම] ලේකම් වෙනුවට."
NTF005,notification,formal,si,සහන කවුළු ස්ථාපිත කිරීම සඳහා අමතර ප්‍රතිපාදන වෙන් කිරීම,"දිස්ත්‍රික් ලේකම්,
දිස්ත්‍රික් ලේකම් කාර්යාලය,
[ගම/නගරය]

දිස්ත්‍රික් ලේකම් කාර්යාල වල සහන කවුළු ස්ථාපිත කිරීම

උක්ත කරුණ සම්බන්ධව ඔබ විසින් අප වෙත එවන ලද [ලිපි අංකය] දරණ අංක සහ [දිනය] දිනැති ලිපිය හා බැඳේ.

එමඟින් ඉල්ලුම් කර ඇති අමතර ප්‍රතිපාදන පහත සඳහන් පරිදි වෙන් කරනු ලැබේ.

[වැය ශීර්ෂය] - [මුදල]
01. සහන කවුළු ස්ථාපිත කිරීම සඳහා - [මුදල]
02. පුටුව සඳහා - [මුදල]
03. ලිපිගොනු කබඩය සඳහා - [මුදල]
04. සහන කවුළු නාම පුවරුව සඳහා - [මුදල]

02. මෙම මුදල් වෙන් කිරීමට අදාල නිශ්චිත කාර්යයට හැර වෙනත් කාරණයක් සඳහා උපයෝගී කර නොගත යුතුය.

03. අදාල මුදල් රෙගුලාසි ආයතන සංග්‍රහයේ විධි විධාන සහ රජය විසින් කලින් කලට නිකුත් කරනු ලබන උපදෙස් වලට අනුකුලව මෙම වියදම් දැරිය යුතුය. මුදල් රෙගුලාසි 145,146,208,448, සහ 449 හි විධි විධාන කෙරෙහි මෙහිලා විශේෂ අවධානය යොමු කරන අතර, එකී විදි විධාන දැඩි ලෙස පිළිපැදිය යුතුය.

04. මෙම මුදල් වෙන් කිරීමෙන් දරන ලද වියදම එම මාසයේ ඔබගේ ගිණුම් සාරාංශ මඟින් ගිණුම් ගත කර හර නිවේදනයක් මඟින් ඊළඟ මස 10 වන දිනට ප්‍රථම එවිය යුතු බව කාරුණිකව දැන්ව සිටින අතර, මෙම ප්‍රතිපාදන වලංගු වන්නේ [දිනය] දින දක්වා පමණක් බවද සලකන්න.

[යවන්නාගේ නම],
ප්‍රධාන ගණකාධිකාරි,
[ආයතනයේ නම] ලේකම් වෙනුවට."
NTF006,notification,formal,si,ත්‍රෛභාෂා දැන්වීම් පුවරු සඳහා ප්‍රතිපාදන වෙන් කිරීම දැනුම් දීම,"මගේ අංකය - [ලිපි අංකය]
දිනය - [දිනය]

දිස්ත්‍රික් ලේකම්,
දිස්ත්‍රික් ලේකම් කාර්යාලය,
[ගම/නගරය]

ත්‍රෛභාෂාවෙන් දැන්වීම් පුවරු සකස් කිරීම වෙනුවෙන් ප්‍රතිපාදන වෙන් කිරීම - [ආයතනයේ නම]

උක්ත කරුණ සම්බන්ධව [ආයතනයේ නම] විසින් අප වෙත එවන ලද [ලිපි අංකය] දරණ අංක සහ [දිනය] දිනැති ලිපිය හා බැඳේ.

එමඟින් ඉල්ලුම් කර ඇති ප්‍රතිපාදන පහත සඳහන් පරිදි වෙන් කරනු ලැබේ.

[වැය ශීර්ෂය] - [මුදල] - ප්‍රාදේශීය ලේකම් කාර්යාලය, [ගම/නගරය]

02. මෙම මුදල් වෙන් කිරීමට අදාල නිශ්චිත කාර්යයට හැර වෙනත් කාරණයක් සඳහා උපයෝගී කර නොගත යුතුය.

03. අදාල මුදල් රෙගුලාසි ආයතන සංග්‍රහයේ විදි විධාන සහ රජය විසින් කලින් කලට නිකුත් කරනු ලබන උපදෙස් වලට අනුකුලව මෙම වියදම් දැරිය යුතුය. මුදල් රෙගුලාසි 145,146,208,448, සහ 449 හි විධි විධාන කෙරෙහි මෙහිලා විශේෂ අවදානය යොමු කරන අතර, එකී විධි විධාන දැඩි ලෙස පිළිපැදිය යුතුය.

04. මෙම මුදල් වෙන් කිරීමෙන් දරණ ලද වියදම එම මාසයේ ඔබගේ ගිණුම් සාරාංශ මඟින් ගිණුම් ගත කර හර නිවේදනයක් මඟින් ඊළඟ මස 10 වන දිනට ප්‍රථම එවිය යුතු බව කාරුණිකව දැන්ව සිටින අතර, මෙම ප්‍රතිපාදන වලංගු වන්නේ [දිනය] දින දක්වා පමණක් බවද සලකන්න.

[යවන්නාගේ නම],
ප්‍රධාන ගණකාධිකාරී,
[ආයතනයේ නම] ලේකම් වෙනුවට."
NTF007,notification,formal,si,පුරාවස්තු ස්ථානයේ විනාශකාරී ක්‍රියා පිළිබඳ දැනුම් දීම,"සහකාර අධ්‍යක්ෂ ([ගම/නගරය]).

[ගම/නගරය] පුරාවස්තු ස්ථානය සම්බන්ධව.

ඉහත ස්ථානය සම්බන්ධයෙන් [දිනය] දිනැතිව මා වෙත ලැබුණු ඇමතුම හා සබැඳේ.

02. ඒ අනුව [නම] නැමැති මන්ත්‍රීවරයෙකු විසින් දන්වා සිටියේ මෙම ස්ථානය මේ වන විට යම්කිසි පිරිසක් විනාසකාරි ක්‍රියාකාරකම් සිදු කරන බවයි.

එබැවින් මේ සම්බන්ධයෙන් පරික්ෂාකොට බලා සුදුසු ක්‍රියාමාර්ග ගන්න මෙන් කාරුණිකව දන්වා සිටිමි.

[යවන්නාගේ නම],
වැ.ආ. සහකාර අධ්‍යක්ෂ (නිශ්චළ දේපල).
අත්සන් කලේ [නම],
පුරාවිද්‍යා අධ්‍යක්ෂ ජනරාල්.

පිටපත
දිස්ත්‍රික් ලේකම් - දිස්ත්‍රික් ලේකම් කාර්යාලය, [ගම/නගරය] - කරු. දැන ගැනීම සඳහා"
NTF008,notification,formal,si,වාර්ෂික ගබඩා සමීක්ෂණය පිළිබඳ දැනුම් දීම හා පිටපත් එවීම,"මාගේ අංකය :- [ලිපි අංකය]
ප්‍රසම්පාදන හා සැපයීම් අංශය,
[ආයතනයේ නම],
[ලිපිනය]

වාර්ෂික ගබඩා සමීක්ෂණය - [වර්ෂය]
ගබඩා අංකය [ලියාපදිංචි අංකය]

ඔබ අංශයේ [වර්ෂය] වර්ෂය සඳහා වගකිවයුතු ගබඩා භාණ්ඩ වලට අදාළ පරිගණක මුද්‍රිත පිටපත් මේ සමග එවමි.

02. අංක [ලිපි අංකය] හා [දිනය] දිනැති ක්‍ෂේත්‍ර මණ්ඩල චක්‍රලේඛය හා ක්‍ෂේත්‍ර මණ්ඩල චක්‍රලේඛ ලිපි අංක [ලිපි අංකය] අනුව කටයුතු කර සම්පූර්ණ කරන ලද ගබඩා සමීක්ෂණ පෝරමයෙන් පිටපත් තුනකින් යුතුව ඊලග වසරේ ජනවාරි 15 දින හෝ ඊට පෙර අප වෙත එවන මෙන් කාරුණිකව ඉල්ලා සිටිමි.

03. තවද චක්‍රලේඛවල සඳහන් කරුණු කෙරේ විශේෂ අවධානය යොමුකර කටයුතු කරන මෙන් ඉල්ලමි.

මිනින්දෝරු අධිකාරී,
ජ්‍යෙෂ්ඨ මිනින්දෝරු අධිකාරී වෙනුවට,
ප්‍රසම්පාදන හා සැපයීම් අංශය."
NTF009,notification,formal,si,උප කාර්යාලවල නව තැපැල් ලිපින වෙනස් වීම දැනුම් දීම,"මගේ අංකය [ලිපි අංකය]
පාලන අංශය,
[දෙපාර්තමේන්තුව],
[ලිපිනය]

ලේකම් - [ආයතනයේ නම]
කම්කරු කොමසාරිස්වරුන්,
ප්‍රධාන ගණකාධිකාරී,
කලාප භාර නියෝජ්‍ය කම්කරු කොමසාරිස්වරුන්,
නියෝජ්‍ය කම්කරු කොමසාරිස්,
නියෝජ්‍ය අධ්‍යක්‍ෂක,
දිස්ත්‍රික් කර්මාන්තශාලා පරීක්ෂක ඉංජිනේරුවරුන්,
සහකාර කම්කරු කොමසාරිස්වරුන්,
ජ්‍යෙෂ්ඨ කම්කරු නිලධාරීන්.

කාර්යාලීය ලිපිනය වෙනස් වීම පිළිබඳව දැනුම්දීම.

අප දෙපාර්තමේන්තුවට අයත් [ගම/නගරය], [ගම/නගරය], [ගම/නගරය] යන උප කම්කරු කාර්යාලය යන කාර්යාල නව ගොඩනැගිලිවල ස්ථාපිත කිරීම හේතුවෙන් එම කාර්යාලවල නව තැපැල් ලිපිනයන් පහත සඳහන් පරිදි වෙනස් වූ බව කාරුණිකව දන්වා සිටීම.

තවද, එම කාර්යාලයන්හි දුරකථන හා ෆැක්ස් අංකයන්හි කිසිදු වෙනසක් සිදු නොවූ බවද වැඩිදුරටත් දන්වා සිටිමි.

කාර්යාලය, නව තැපැල් ලිපිනය.
[ගම/නගරය] උප කම්කරු කාර්යාලය - [ලිපිනය]
[ගම/නගරය] උප කම්කරු කාර්යාලය - [ලිපිනය]
[ගම/නගරය] උප කම්කරු කාර්යාලය - [ලිපිනය]

[යවන්නාගේ නම],
අතිරේක කම්කරු කොමසාරිස් ජනරාල්,
කම්කරු කොමසාරිස් ජනරාල් වෙනුවට."
NTF010,notification,formal,si,ලොතරැයි ත්‍යාග මුදල් ප්‍රේෂණය හා ගෙවීම් උපදෙස් දැනුම් දීම,"සියළුම දිස්ත්‍රික් අධ්‍යක්ෂවරුන්,
දිස්ත්‍රික් ලේකම් කාර්යාලය,
[ගම/නගරය]

නිවාස ලොතරැයි දිනුම් ඇදීම 16 වන දිනුම් වාරය - ත්‍යාග මුදල් ලබාදීම.

මෙම දෙපාර්තමේන්තුව යටතේ ක්‍රියාත්මක වන නිවාස සංවර්ධන ලොතරැයි අරමුදල යටතේ [වර්ෂය] හා [වර්ෂය] වර්ෂ වලට අදාළ ජයග්‍රාහී ප්‍රතිලාභීන්ගේ නාම ලේඛනය අංක [ලිපි අංකය] හා [දිනය] දිනැති ලිපිය මඟින් ඔබ වෙත දැන්වීමට කටයුතු කර ඇත.

02. ඔබ දිස්ත්‍රික්කයට අදාළ ත්‍යාගහිමි ප්‍රතිලාභීන් සඳහා ගෙවිය යුතු ත්‍යාග මුදල වන [මුදල] ක මුදල ඉඳුරාම ඔබගේ නිල ගිණුම වෙත විද්‍යුත් ප්‍රේෂණ ක්‍රමය යටතේ යැවීමට කටයුතු කර ඇත. අදාළ බැර නිවේදනය ඉදිරියේදී ලබා දෙනු ඇත.

03. මෙම මුදල පොදු තැන්පත් ගිණුමේ තෙවන පාර්ශවයක් වෙත නැවත ගෙවීම් කිරීම වෙනුවෙන් තාවකාලිකව රඳවා ගැනෙන මුදල් කාණ්ඩය යටතේ අංක [වැය ශීර්ෂය] දරණ කේතය සඳහා ලැබීම් වශයෙන් ගෙන එම කේතයෙන්ම ගෙවීම් කළ යුතුය. යම් ප්‍රතිලාභියෙක් සඳහා ත්‍යාග මුදල් ගෙවීමට නොහැකි වුවහොත් එම මුදල සඳහා පහත සඳහන් පරිදි අණකරන ලද චෙක්පතක් කඩිනමින් මෙම දෙපාර්තමේන්තුව වෙත ලබා දිය යුතුය.

04. කළමණාකරු, [ආයතනයේ නම], නිවාස සංවර්ධන ලොතරැයි අරමුදල් ගිණුම් අංක [ගිණුම් අංකය] දරණ ගිණුම.

05. පසුගිය වර්ෂ වල හිඟ ත්‍යාග මුදල් ගෙවීම සඳහා ඔබ වෙත ලබා දී ඇති මුදල්ද, ලබා දී ඇති උපදෙස් අනුවම ගෙවීම් කිරීමට සටහන් කර ගන්න.

06. ඉහත උපදෙස් පරිදි ගෙවීම් කිරීමෙන් අනතුරුව ත්‍යාග මුදල් ගෙවීම සඳහා එක් එක් වර්ෂය වෙනුවෙන් ඔබ වෙත එවන ලද මුදල සහ දරණ ලද වියදම පහත සඳහන් ආකෘති පත්‍රයට අනුව සම්පූර්ණ කර [දිනය] දිනට පෙර ප්‍රධාන කාර්යාලයේ ගිණුම් අංශය වෙත එවීමට කටයුතු කල යුතුය."
NTF011,notification,formal,si,ග්‍රාමීය ආපදා කළමනාකරණ කමිටු දැනුවත් කිරීමේ වැඩසටහන දැනුම් දීම,"ප්‍රාදේශීය ලේකම්,
ප්‍රාදේශීය ලේකම් කාර්යාලය,
[ගම/නගරය]

ආපදා කළමනාකරණ පිළිබඳ ග්‍රාමීය කමිටු දැනුවත් කිරීමේ වැඩසටහන.

[ආයතනයේ නම] මගින් ග්‍රාමීය ආපදා කළමනාකරණ කටයුතු විධිමත් කිරීමේ අරමුණින් ඔබ ප්‍රාදේශීය ලේකම් කොට්ඨාශයේ [ගම/නගරය] ග්‍රාම නිළධාරි වසම සඳහා ආපදා කළමනාකරණ පිළිබඳ ග්‍රාමීය කමිටු දැනුවත් කිරීමේ වැඩසටහනක් [දිනය] දින පැවැත්වීමට අදහස් කර ඇත.

02. එබැවින් හදිසි ආපදා අවස්ථාවන්හිදි ජීවිත ආරක්ෂා කර ගැනීම සඳහා ආපදා දැනුවත් කිරීමේ වැඩසටහනක් පැවැත්වීම වැදගත් වන බැවින් පහත සඳහන් නිළධාරීන්ගේ සහය ඇතිව ඉහත වැඩ සටහන පැවැත්වීම සඳහා අවශ්‍ය කටයුතු සංවිධානය කර දෙන ලෙස කාරුණිකව දන්වා සිටිමි.

01. ආපදා කළමණාකරණ නිළධාරි
02. සමාජ සේවා නිළධාරි
03. ග්‍රාම නිළධාරි
04. වනිතා සංවර්ධන නිළධාරි
05. ළමා සංවර්ධන නිළධාරි
06. තරුණ සේවා නිළධාරි

[යවන්නාගේ නම],
අතිරේක දිස්ත්‍රික් ලේකම්,
දිස්ත්‍රික් ලේකම් වෙනුවට."
